         637770 function calls (617981 primitive calls) in 0.562 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 indexing.py:2545(_AtIndexer)
        1    0.000    0.000    0.000    0.000 accessors.py:215(StructAccessor)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 pydoc.py:543(HTMLRepr)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:643(ndindex)
        1    0.000    0.000    0.000    0.000 exceptions.py:520(ClientError)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 context.py:284(SpawnProcess)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 configprovider.py:564(SmartDefaultsConfigStoreFactory)
        1    0.000    0.000    0.000    0.000 html.py:579(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:58(ResourceTracker)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:14(ArrowStringArrayMixin)
        1    0.000    0.000    0.000    0.000 utils.py:194(AppendParamDocumentation)
        1    0.000    0.000    0.000    0.000 weakref.py:194(get)
        1    0.000    0.000    0.000    0.000 paginate.py:591(Paginator)
        1    0.000    0.000    0.000    0.000 adaptive.py:92(RateClocker)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        2    0.000    0.000    0.000    0.000 enum.py:1267(__hash__)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 serialize.py:207(QuerySerializer)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:48(BaseChecksum)
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 sql.py:2478(SQLiteTable)
        8    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 core.py:8709(_convert2ma)
        8    0.000    0.000    0.000    0.000 validate.py:50(type_check)
        2    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 info.py:1000(_SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 utils.py:200(CountCallbackInvoker)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:11(BaseRetryableChecker)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 format.py:189(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 hooks.py:194(HierarchicalEmitter)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 quota.py:6(RetryQuota)
        1    0.000    0.000    0.000    0.000 connectionpool.py:965(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 arrayprint.py:951(FloatingFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:125(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 parsers.py:608(EC2QueryParser)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        8    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 shape.py:22(ShapeDocumenter)
        1    0.000    0.000    0.000    0.000 eventstream.py:292(MessagePrelude)
        3    0.000    0.000    0.000    0.000 core.py:1397(getmask)
        4    0.000    0.000    0.000    0.000 core.py:3478(dtype)
        1    0.000    0.000    0.000    0.000 session.py:202(_register_endpoint_resolver)
        1    0.000    0.000    0.000    0.000 __init__.py:337(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 serialize.py:704(RestXMLSerializer)
        5    0.000    0.000    0.000    0.000 functools.py:968(__set_name__)
        1    0.000    0.000    0.000    0.000 eventstream.py:438(EventStreamBuffer)
        1    0.000    0.000    0.000    0.000 typing.py:1795(_caller)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        9    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 credentials.py:1729(AssumeRoleWithWebIdentityProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:2087(SSOCredentialFetcher)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 parsers.py:888(BaseRestParser)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:321(__init__)
        1    0.000    0.000    0.000    0.000 credentials.py:986(ProcessProvider)
       12    0.000    0.000    0.000    0.000 accessors.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:1709(S3RegionRedirectorv2)
        1    0.000    0.000    0.000    0.000 utils.py:61(ArrowCTypes)
        1    0.000    0.000    0.000    0.000 merge.py:1959(_AsOfMerge)
        2    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 ewm.py:900(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 core.py:2427(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 probe.py:6(_HTTP2ProbeCache)
        1    0.000    0.000    0.000    0.000 pytables.py:3203(SeriesFixed)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(PoolError)
        1    0.000    0.000    0.000    0.000 credentials.py:1738(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:310(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 ops.py:339(BinOp)
        1    0.000    0.000    0.000    0.000 model.py:263(MapShape)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        1    0.000    0.000    0.000    0.000 model.py:791(DenormalizedStructureBuilder)
        1    0.000    0.000    0.000    0.000 html.py:695(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 utils.py:696(IMDSRegionProvider)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 util.py:371(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1361(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 download.py:253(DownloadSpecialFilenameOutputManager)
        1    0.000    0.000    0.000    0.000 accessors.py:434(TimedeltaProperties)
        6    0.000    0.000    0.000    0.000 nanops.py:99(__init__)
        1    0.000    0.000    0.000    0.000 credentials.py:1115(_build_mapping)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        1    0.000    0.000    0.000    0.000 session.py:196(_register_data_loader)
        1    0.000    0.000    0.000    0.000 credentials.py:1818(CanonicalNameCredentialSourcer)
        1    0.000    0.000    0.000    0.000 credentials.py:1089(EnvProvider)
        2    0.000    0.000    0.000    0.000 config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 apply.py:1521(GroupByApply)
        1    0.000    0.000    0.000    0.000 hooks.py:402(EventAliaser)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 config.py:225(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(EmptyExpressionError)
        1    0.000    0.000    0.000    0.000 __init__.py:174(HTTPMethod)
        1    0.000    0.000    0.000    0.000 bandwidth.py:359(BandwidthRateTracker)
       11    0.000    0.000    0.000    0.000 accessors.py:155(<lambda>)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1038(RestXMLParser)
        1    0.000    0.000    0.000    0.000 pytables.py:50(PyTablesScope)
        1    0.000    0.000    0.000    0.000 _datasource.py:98(__init__)
        1    0.000    0.000    0.000    0.000 upload.py:512(UploadSubmissionTask)
        1    0.000    0.000    0.000    0.000 waiter.py:97(WaiterModel)
        1    0.000    0.000    0.000    0.000 core.py:6919(_extrema_operation)
        4    0.000    0.000    0.000    0.000 args.py:342(_is_s3_service)
        1    0.000    0.000    0.000    0.000 info.py:1046(_SeriesTableBuilderVerbose)
        2    0.000    0.000    0.000    0.000 client.py:785(_make_url)
        1    0.000    0.000    0.000    0.000 credentials.py:1987(CredentialResolver)
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        5    0.000    0.000    0.000    0.000 expr.py:119(_compose2)
        1    0.000    0.000    0.000    0.000 _base.py:569(Executor)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        7    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 useragent.py:225(set_session_config)
        1    0.000    0.000    0.000    0.000 download.py:632(IOWriteTask)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:3238(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:41(BagObj)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        4    0.000    0.000    0.000    0.000 config.py:269(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:1922(TableIterator)
        2    0.000    0.000    0.000    0.000 translate.py:42(_merge_client_retry_config)
        1    0.000    0.000    0.000    0.000 configprovider.py:437(ConfigValueStore)
        1    0.000    0.000    0.000    0.000 gzip.py:78(_PaddedFile)
        2    0.000    0.000    0.000    0.000 client.py:1316(__init__)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:216(StreamingChecksumBody)
        1    0.000    0.000    0.000    0.000 serialize.py:345(JSONSerializer)
        1    0.000    0.000    0.000    0.000 throttling.py:6(CubicCalculator)
        1    0.000    0.000    0.000    0.000 credentials.py:1215(OriginalEC2Provider)
        1    0.000    0.000    0.000    0.000 describe.py:101(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 configprovider.py:288(__init__)
        1    0.000    0.000    0.000    0.000 accessors.py:282(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 probe.py:13(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:54(BaseTransferMeta)
        1    0.000    0.000    0.000    0.000 pytables.py:5307(Selection)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:214(MGridClass)
        1    0.000    0.000    0.000    0.000 __init__.py:48(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 _json.py:325(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 session.py:1173(SessionVarDict)
        1    0.000    0.000    0.000    0.000 futures.py:71(TransferFuture)
        1    0.000    0.000    0.000    0.000 utils.py:1164(ArgumentGenerator)
        1    0.000    0.000    0.000    0.000 format.py:1274(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 session.py:178(_register_token_provider)
        1    0.000    0.000    0.000    0.000 pytables.py:2330(GenericIndexCol)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.template}
        1    0.000    0.000    0.000    0.000 futures.py:27(BaseTransferFuture)
        1    0.000    0.000    0.000    0.000 model.py:273(StringShape)
        2    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2441(no_type_check)
        1    0.000    0.000    0.000    0.000 managers.py:1318(SharedMemoryManager)
        1    0.000    0.000    0.000    0.000 ipc.py:114(RecordBatchFileWriter)
        1    0.000    0.000    0.000    0.000 docstringparser.py:163(TagNode)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(NewConnectionError)
        6    0.000    0.000    0.000    0.000 client.py:1336(region_name)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:119(_Deprecate)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 _collections.py:158(HTTPHeaderDictItemView)
        1    0.000    0.000    0.000    0.000 managers.py:62(Token)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 request.py:830(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 poolmanager.py:492(ProxyManager)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 credentials.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:914(ParameterAlias)
        1    0.000    0.000    0.000    0.000 info.py:575(_InfoPrinterAbstract)
        2    0.000    0.000    0.000    0.000 model.py:733(__init__)
